Batch	Source Language	ID	Type	Text	English MT	Arabic MT	Annotator ID	Bias	Propaganda	Comments
B03	French	1070	IAA	Départ pour Rafah, à la frontière de Gaza.	Departure for Rafah, on the Gaza border.	المغادرة إلى رفح على حدود غزة.				
B03	French	1200	IAA	▶ ️#Palestine - Mohammed Dahlan, l’homme providentiel pour Gaza ? Analyses et décryptages de Lucile Devillers dans Les Indispensables 📌 #24hPujadas #LCI #La26 ⤵	▶ ️#Palestine - Mohammed Dahlan, the providential man for Gaza? Analysis and decryption of Lucile Devillers in Les Indispensables 📌 #24hPujadas #LCI #La26 ⤵	◀ ️#فلسطين- محمد دحلان رجل العناية لغزة؟ تحليل وفك تشفير Lucile Devillers في Les Indispensables 📌 #24hPujadas #LCI #La26 ⤵				
B03	French	1227	IAA	Manifestation pour la #Palestine : « C’est une bonne chose que cette manifestation puisse avoir lieu » pour Manuel Bompard #Israel #Hamas #Gaza	Demonstration for #Palestine: “It’s a good thing that this demonstration can take place” for Manuel Bompard #Israel #Hamas #Gaza	مظاهرة من أجل #فلسطين: "إنه لأمر جيد أن تتم هذه المظاهرة" لمانويل بومبارد #إسرائيل #حماس #غزة				
B03	French	1278	IAA	Israël et la bande de Gaza sont de nouveau en guerre samedi après le déclenchement d'une offensive militaire surprise du Hamas, qui a tiré des milliers de roquettes, infiltré des combattants en territoire israélien et dit avoir capturé des Israéliens. le bilan des morts de part et d'autre dépasse plusieurs dizaines et les blessés se comptent par centaines. Commentaire éditorial: L'occupation des territoires palestiniens par Israël doit cesser. J'ai toujours été très critique des politiques d'Israël envers les palestiniens. Mais l'utilisation de la violence comme le fait également le Hamas ne fait qu'ajouter des morts à un bilan des morts déjà beaucoup trop élevé des 2 cotés. Le conflit entre Israël et les territoires Palestiniens occupés est sans doute le plus complexe sur la planète. Les 2 peuples ont droit à la paix et la sécurité. Mais plus les années passent, plus les partis se radicalisent. Ce nouvel épisode de violence nous confirme qu'une paix durable dans la région ne sera sans doute jamais atteinte.	Israel and the Gaza Strip are at war again on Saturday after the launch of a surprise military offensive by Hamas, which fired thousands of rockets, infiltrated fighters into Israeli territory and said it had captured Israelis. the death toll on both sides exceeds several dozen and the wounded number in the hundreds. Editorial comment: Israel's occupation of the Palestinian territories must end. I have always been very critical of Israel's policies towards the Palestinians. But the use of violence as Hamas also does only adds deaths to an already far too high death toll on both sides. The conflict between Israel and the occupied Palestinian territories is undoubtedly the most complex on the planet. Both peoples have the right to peace and security. But as the years go by, the parties become more radical. This new episode of violence confirms to us that lasting peace in the region will probably never be achieved.	اندلعت حرب جديدة بين إسرائيل وقطاع غزة يوم السبت بعد أن شنت حماس هجوما عسكريا مفاجئا أطلقت فيه آلاف الصواريخ وتسللت مقاتلين إلى الأراضي الإسرائيلية وقالت إنها أسرت إسرائيليين. عدد القتلى من الجانبين يتجاوز العشرات وعدد الجرحى بالمئات. تعليق التحرير: احتلال إسرائيل للأراضي الفلسطينية يجب أن ينتهي. لقد كنت دائمًا منتقدًا بشدة لسياسات إسرائيل تجاه الفلسطينيين. ولكن استخدام العنف كما تفعل حماس أيضاً لا يؤدي إلا إلى إضافة عدد القتلى إلى عدد القتلى المرتفع بالفعل على الجانبين. لا شك أن الصراع بين إسرائيل والأراضي الفلسطينية المحتلة هو الأكثر تعقيدا على هذا الكوكب. ولكلا الشعبين الحق في السلام والأمن. ولكن مع مرور السنين، أصبحت الأطراف أكثر تطرفا. إن حلقة العنف الجديدة هذه تؤكد لنا أن السلام الدائم في المنطقة ربما لن يتحقق أبدا.				
B03	French	1503	IAA	Tunnels du Hamas : la cible de l'armée israélienne. Un sujet de Maryse Burgot @brunobervas Stéphane Guillemot et Maël Benoliel Info France 2	Hamas tunnels: the target of the Israeli army. A subject by Maryse Burgot @brunobervas Stéphane Guillemot and Maël Benoliel Info France 2	أنفاق حماس: هدف الجيش الإسرائيلي. موضوع بقلم ماريز بورغوت @ برونوبيرفاس ستيفان غييموت ومايل بينولييل معلومات فرنسا 2				
B03	French	1797	IAA	« J’étais seul. J'ai rejoint d'autres Israéliens armés et je suis entré à Kfar Aza [un kibboutz près de Gaza] et j'ai combattu pendant deux jours avant de rejoindre mon unité. » — Capitaine Dan Katzir C'est ainsi que le capitaine Dan Katzir a réagi au massacre du 7 octobre. Il continue de protéger l’État d’Israël aux côtés de ses soldats de la Brigade Givati opérant à Gaza. 💜 @givati.official	" I was alone. I joined other armed Israelis and entered Kfar Aza [a kibbutz near Gaza] and fought for two days before rejoining my unit. » — Captain Dan Katzir This is how Captain Dan Katzir reacted to the October 7 massacre. He continues to protect the State of Israel alongside his Givati Brigade soldiers operating in Gaza. 💜 @givati.official	" كنت وحدي. انضممت إلى إسرائيليين مسلحين آخرين ودخلت كفر عزة [كيبوتز بالقرب من غزة] وقاتلت لمدة يومين قبل أن أعود إلى وحدتي. » — الكابتن دان كاتسير هكذا كان رد فعل الكابتن دان كاتسير على مجزرة 7 أكتوبر. وهو يواصل حماية دولة إسرائيل إلى جانب جنود لواء جفعاتي العاملين في غزة. 💜 @givati.official				
B03	French	1978	IAA	Ce Hanoucca nous rappelle l'importance de notre mission. Ce n'est que quand le Hamas sera éliminé que nous pourrons faire la fête.	This Hanukkah reminds us of the importance of our mission. Only when Hamas is eliminated will we be able to celebrate.	يذكرنا عيد الحانوكا هذا بأهمية مهمتنا. ولن نتمكن من الاحتفال إلا عندما يتم القضاء على حماس.				
B03	French	2248	IAA	"La création d’un État palestinien est inévitable dans le contexte historique", affirme Sergueï Lavrov au média russe RT Le chef de la diplomatie russe a mis en garde contre les tentatives d'Israël d’"acheter la sécurité" en refusant cette création ou en réduisant le territoire destiné aux Palestiniens. Selon lui, c’est cette position que la Russie essaie de transmettre à Israël. Ni le Liban ni l’Iran ne s'impliqueront dans le conflit "s’il n’y a pas de provocations", assure le ministre. "Je ne vois aucune aspiration en Iran ou dans n'importe quel autre pays à une guerre d’envergure dans la région. Le problème consiste en ce que si cette retenue est considérée comme une faiblesse, comme un feu vert pour faire tout ce qu’on veut dans la bande de Gaza serait une erreur."	“The creation of a Palestinian state is inevitable in the historical context,” Sergei Lavrov told Russian media RT The head of Russian diplomacy warned against Israel’s attempts to “buy security” by refusing this creation or by reducing the territory intended for the Palestinians. According to him, this is the position that Russia is trying to convey to Israel. Neither Lebanon nor Iran will get involved in the conflict "if there are no provocations", assures the minister. "I don't see any aspiration in Iran or any other country for a major war in the region. The problem is that if this restraint is seen as weakness, as a green light to do whatever 'what we want in the Gaza Strip would be a mistake.'	وقال سيرجي لافروف لوسائل الإعلام الروسية: "إن إنشاء دولة فلسطينية أمر لا مفر منه في السياق التاريخي". وحذر رئيس الدبلوماسية الروسية من محاولات إسرائيل "شراء الأمن" من خلال رفض هذا الإنشاء أو عن طريق تقليص الأراضي المخصصة للفلسطينيين. ووفقا له، فإن هذا هو الموقف الذي تحاول روسيا نقله إلى إسرائيل. وأكد الوزير أنه لن يتدخل لبنان ولا إيران في الصراع "إذا لم تكن هناك استفزازات". وأضاف: "لا أرى أي طموح في إيران أو أي دولة أخرى لحرب كبرى في المنطقة. المشكلة هي أنه إذا تم النظر إلى ضبط النفس هذا على أنه ضعف، فإنه بمثابة ضوء أخضر للقيام بكل ما نريده في قطاع غزة". يكون خطأ.				
B03	French	3222	IAA	“S’il te plaît, reste avec nous, papa. Nous n’avons plus que toi” Le fils du correspondant d’Al Jazeera à Gaza Wael Dahdouh, Hamza Dahdouh, a été tué avec un autre journaliste, Mustafa Thuraya, par une frappe aérienne israélienne le 7 janvier. Hamza est le cinquième membre de la famille Dahdouh tué par les frappes israéliennes sur Gaza. La femme de Wael Dahdouh, et ses trois enfants ont été tués lors d’une précédente frappe israélienne	“Please stay with us, Dad. We only have you” The son of Al Jazeera Gaza correspondent Wael Dahdouh, Hamza Dahdouh, was killed along with another journalist, Mustafa Thuraya, by an Israeli airstrike on January 7. Hamza is the fifth member of the Dahdouh family killed by Israeli strikes on Gaza. Wael Dahdouh's wife and three children were killed in a previous Israeli strike	"من فضلك ابق معنا يا أبي. ليس لدينا سواك” استشهد نجل مراسل الجزيرة في غزة وائل دحدوح، حمزة دحدوح، مع صحفي آخر هو مصطفى ثريا، في غارة جوية إسرائيلية في 7 يناير/كانون الثاني. وحمزة هو خامس فرد من عائلة الدحدوح الذي يقتل في الغارات الإسرائيلية على غزة. وقُتلت زوجة وائل دحدوح وأطفاله الثلاثة في غارة إسرائيلية سابقة				
B03	French	3465	IAA	"Cette indifférence à l’égard des souffrances de notre peuple est la même qui permis au monde de détourner le regard il y a 80 ans"	“This indifference to the suffering of our people is the same that allowed the world to look the other way 80 years ago”	"هذه اللامبالاة بمعاناة شعبنا هي نفسها التي سمحت للعالم بالنظر في الاتجاه الآخر قبل 80 عامًا"				
B03	French	4664	IAA	Les conséquences des frappes d'Israël sur la ville de Gaza ce 8 octobre #sputnikphotos	The consequences of Israel's strikes on Gaza City on October 8 #sputnikphotos	تداعيات الضربات الإسرائيلية على مدينة غزة يوم 8 أكتوبر #sputnikphotos				
B03	French	5271	IAA	Images de dévastation de la ville de Gaza après les frappes israéliennes Des images filmées par un drone ce 10 octobre montrent des bâtiments détruits après que les forces israéliennes ont pilonné la ville de Gaza. Les forces de défense israéliennes ont affirmé avoir frappé des centaines de cibles dans la ville de Gaza, densément peuplée, alors que les combats se poursuivent dans la région.	Images of devastation in Gaza City after Israeli strikes Images filmed by a drone on October 10 show destroyed buildings after Israeli forces shelled Gaza City. The Israeli Defense Forces say they have struck hundreds of targets in densely populated Gaza City as fighting continues in the region.	صور الدمار في مدينة غزة بعد الغارات الإسرائيلية تظهر الصور التي صورتها طائرة بدون طيار في 10 أكتوبر/تشرين الأول المباني المدمرة بعد أن قصفت القوات الإسرائيلية مدينة غزة. قالت قوات الدفاع الإسرائيلية إنها ضربت مئات الأهداف في مدينة غزة ذات الكثافة السكانية العالية مع استمرار القتال في المنطقة.				
B03	French	7679	IAA	La proposition faite par le président français Emmanuel Macron de créer une coalition internationale contre Daech suscite une vive polémique en France.	The proposal made by French President Emmanuel Macron to create an international coalition against Daesh has sparked heated controversy in France.	أثار الاقتراح الذي تقدم به الرئيس الفرنسي إيمانويل ماكرون لتشكيل تحالف دولي ضد تنظيم داعش جدلا ساخنا في فرنسا.				
B03	French	8875	IAA	#SputnikVidéo | Une nouvelle vidéo de la frappe israélienne contre la tour Palestine de 14 étages dans l'ouest de la ville de Gaza	#SputnikVideo | New video of Israeli strike on 14-story Palestine Tower in western Gaza City	#سبوتنيك_فيديو | فيديو جديد لقصف إسرائيلي لبرج فلسطين المكون من 14 طابقا غرب مدينة غزة				
B03	French	9645	IAA	Des photos de civils palestiniens fuyant par tout moyen les bombardements israéliens à Gaza #GazaUnderAttack #Palestine	Photos of Palestinian civilians fleeing Israeli bombings in Gaza by any means possible #GazaUnderAttack #Palestine	صور المدنيين الفلسطينيين الفارين من القصف الإسرائيلي على غزة بأي وسيلة ممكنة #GazaUnderAttack #Palestine				
B03	French	9664	IAA	🇮🇱 Des blessés sont arrivés à l'hôpital de Tel-Aviv après les bombardements du Hamas Des dizaines de personnes sont arrivées à l'hôpital Ichilov de Tel-Aviv ce samedi 7 octobre après des tirs massifs de roquettes et des infiltrations de militants de la bande de Gaza en Israël. Les attaques du Hamas ont fait au moins 100 morts et 900 blessés, selon le ministère israélien de la Santé. Le ministère de la Santé de Gaza a confirmé que 198 Palestiniens avaient été tués et 1 610 blessés dans la région. Plus tôt dans la journée de samedi, le Premier ministre israélien Benjamin Netanyahu a déclaré que le pays était « en guerre ». Il s’est exprimé en public pour la première fois depuis que des militants du Hamas ont tiré des roquettes sur le sud et le centre d'Israël depuis la bande de Gaza.	🇮🇱 Wounded arrived at Tel Aviv hospital after Hamas bombings Dozens of people arrived at Ichilov hospital in Tel Aviv this Saturday, October 7 after massive rocket fire and infiltration by Hamas militants the Gaza Strip in Israel. Hamas attacks left at least 100 dead and 900 injured, according to the Israeli Health Ministry. The Gaza Health Ministry confirmed that 198 Palestinians were killed and 1,610 injured in the area. Earlier on Saturday, Israeli Prime Minister Benjamin Netanyahu declared that the country was "at war." He spoke publicly for the first time since Hamas militants fired rockets into southern and central Israel from the Gaza Strip.	🇮🇱 وصول الجرحى إلى مستشفى تل أبيب بعد تفجيرات حماس وصل عشرات الأشخاص إلى مستشفى إيخيلوف في تل أبيب يوم السبت 7 أكتوبر بعد إطلاق صواريخ ضخمة وتسلل مقاتلي حماس إلى قطاع غزة في إسرائيل. وأسفرت هجمات حماس عن مقتل ما لا يقل عن 100 شخص وإصابة 900 آخرين، بحسب وزارة الصحة الإسرائيلية. وأكدت وزارة الصحة في غزة مقتل 198 فلسطينيا وإصابة 1610 آخرين في المنطقة. وفي وقت سابق من يوم السبت، أعلن رئيس الوزراء الإسرائيلي بنيامين نتنياهو أن البلاد "في حالة حرب". وتحدث علناً للمرة الأولى منذ أن أطلق نشطاء حماس صواريخ على جنوب ووسط إسرائيل من قطاع غزة.				
B03	Hebrew	60	IAA	אלמוג בוקר זאת גולי הקטנה, אביגיל, שעל פי החשד נחטפה על ידי חמאס. גולי היא הבת של סמדר ז״ל ורועי שנפצע ומאז נעדר בקיבוץ כפר עזה. המשפחה מתחננת לעזרה: ״את אחיה של גולי מיכאל ועמליה הצלחנו להוציא בעזרת שיחה מוקלטת ומיקום. גולי עדיין נעדרת. אודה לעזרתכם להרעיד את כל אמות הסיפין כדי שיעזרו לנו לאתר את הילדה״.	Almog Booker is the little Guli, Abigail, who was allegedly kidnapped by Hamas. Guli is the daughter of the late Samder and Roy who was injured and has since been missing from Kibbutz Kfar Gaza. The family is begging for help: "We were able to get Goli's brother Michael and Amelia out with the help of a recorded conversation and a location. Gully is still missing. I would appreciate your help in shaking all the spinners so that they would help us locate the girl.'	ألموج بوكر هو جولي الصغيرة، أبيجيل، التي يُزعم أن حماس اختطفتها. جولي هي ابنة المرحوم سمدر وروي الذي أصيب واختفى منذ ذلك الحين من كيبوتس كفار غزة. تتوسل العائلة للحصول على المساعدة: "لقد تمكنا من إخراج مايكل وأميليا، شقيق جولي، بمساعدة محادثة مسجلة وموقع. لا يزال الوادي مفقودًا. سأكون ممتنًا لمساعدتكم في هز جميع الغزالات حتى يتمكنوا من مساعدتنا في تحديد مكان الفتاة.				
B03	Hebrew	215	IAA	בן בנימין שמעוני היה במסיבה ברעים כשמחבלי חמאס הגיעו והחלו לטבוח במשתתפים. הוא הספיק להגיע לרכבו ולאסוף 4 נוסעים ולברוח משם. אחרי שהצליח להימלט איתם למקום בטוח, החליט להוריד אותם ולחזור כדי להציל נוספים. הוא חזר לשם והכניס לרכבו עוד 8 צעירים וגם אותם הצליח להבריח. אך הוא לא הסתפק ובחר בפעם השלישית לחזור לאזור האש ולהציל נוספים. הוא הספיק להכניס לרכבו עוד 3 צעירים אבל הפעם המחבלים הספיקו להגיע אליו והוא יחד עם מי שהספיקו לעלות לרכבו נרצחו. בן, גיבור ישראלי אמיתי! Ben Binyamin Shimoni was at a party in Kibbutz Re’im when Hamas terrorists arrived and started slaughtering the participants. He managed to get to his car, picked up 4 passengers, and escaped. After managing to escape, he dropped them off in a safe place and decided to return to save more. He went back, put 8 more young men in his car, and smuggled them out as well. But he was not satisfied and chose to return for a 3rd time to save more innocent people. He managed to get 3 more young men into his car, but this time, the terrorists got to him, and he, along with those who got into his car, were murdered. Ben is a real Israeli hero!	Ben Binyamin Shimoni was at a party in Ra'im when Hamas terrorists arrived and started slaughtering the participants. He managed to get to his car and pick up 4 passengers and run away. After he managed to escape with them to a safe place, he decided to take them down and return to save more. He returned there and put 8 more young men in his car and managed to smuggle them out as well. But he was not satisfied and chose for the third time to return to the fire area and save more. He managed to get 3 more young men into his car, but this time the terrorists managed to get to him and he along with those who managed to get into his car were murdered. Ben, a true Israeli hero! Ben Binyamin Shimoni was at a party in Kibbutz Re'im when Hamas terrorists arrived and started slaughtering the participants. He managed to get to his car, picked up 4 passengers, and escaped. After managing to escape, he dropped them off in a safe place and decided to return to save more. He went back, put 8 more young men in his car, and smuggled them out as well. But he was not satisfied and chose to return for a third time to save more innocent people. He managed to get 3 more young men into his car, but this time, the terrorists got to him, and he, along with those who got into his car, were murdered. Ben is a real Israeli hero!	كان بن بنيامين شمعوني في حفل في راعم عندما وصل إرهابيو حماس وبدأوا في ذبح المشاركين. وتمكن من الوصول إلى سيارته واصطحاب 4 ركاب والهرب. وبعد أن تمكن من الهروب معهم إلى مكان آمن، قرر إنزالهم والعودة لإنقاذ المزيد. وعاد إلى هناك ووضع 8 شبان آخرين في سيارته وتمكن من تهريبهم أيضاً. لكنه لم يقتنع واختار للمرة الثالثة العودة إلى منطقة الحريق وإنقاذ المزيد. وتمكن من إدخال 3 شبان آخرين إلى سيارته، ولكن هذه المرة تمكن الإرهابيون من الوصول إليه وقتل هو ومن تمكنوا من ركوب سيارته. بن، بطل إسرائيلي حقيقي! كان بن بنيامين شمعوني في حفل في كيبوتس رعيم عندما وصل إرهابيو حماس وبدأوا في ذبح المشاركين. وتمكن من الوصول إلى سيارته وأخذ 4 ركاب ولاذ بالفرار. وبعد أن تمكن من الهرب، أوصلهم إلى مكان آمن وقرر العودة لإنقاذ المزيد. عاد ووضع 8 شبان آخرين في سيارته وقام بتهريبهم أيضاً. لكنه لم يقتنع واختار العودة للمرة الثالثة لإنقاذ المزيد من الأبرياء. وتمكن من إدخال 3 شبان آخرين إلى سيارته، لكن هذه المرة تمكن الإرهابيون من الوصول إليه وقتل هو ومن ركبوا سيارته. بن بطل إسرائيلي حقيقي!				
B03	Hebrew	253	IAA	המשפחה של נועה ביקשה לשתף שהיא נחטפה לרצועת עזה, על מנת להיכנס לתודעה ולהעלות את המודעות לחטיפה! שתפו את הפוסט לבקשת המשפחה!!! Adi Arad Leshem	Noa's family asked to share that she was abducted to the Gaza Strip, in order to enter consciousness and raise awareness of the abduction! Share the post at the request of the family!!! Adi Arad Leshem	عائلة نوا طلبت مشاركة خبر اختطافها في قطاع غزة، وذلك لدخول الوعي والتوعية بحادثة الاختطاف! شارك المنشور بناء على طلب العائلة!!! عدي أراد ليشم				
B03	Hebrew	283	IAA	מהיום שפרצה מלחמת חרבות ברזל ראיתי שואלרי חמאתי מתבטאת בעד ישראל ונגד חמאס האמת? זה מובן מאליו היא אזרחית ישראלית שעומדת לצד ישראל ואין שום סיבה להתעכב על זה אבל אם אנחנו נותנים במה לקול של בוגדת עלובה כמו מאיסה עבד אלהאדי, אז אנחנו צריכים לתת במה גם לקולות כמו של ולארי חמאתי קראתי הבוקר ראיון שערכה אפרת וכטל עם ולארי ולארי אומרת בראיון, בין היתר, אמירות כמו ״בלה חדיד פלסטינית כמו שאני שוודית״ ו״מאיסה עבד אלאהאדי מייצגת את עצמה ואת המיעוט השפל שמעיז להגיד דברים כאלה מכוערים״ היא מספרת שהיא נוסעת לשיר לחיילים ולפצועים, שהיא תומכת בכניסה הקרקעית ושניצחון של חיילי צה״ל הוא ניצחון שלה כי הם מגנים עליה, על המשפחה והחברים שלה ולארי גרה בחולון, כשיש בחולון אזעקת צבע אדום הטיל לא בורר מי יהודי ומי ערבי, בדיוק כמו שבמתקפה ב7 באוקטובר המחבלים של חמאס לא חסו על ערבים ישראלים עכשיו תקשיבו, אני לא חיה בלה לה לנד איפה שסוסי פוני רוקדים עם חדי קרן ברור לי שיש ערבים ישראלים שתומכים בחמאס אני לא דורה החוקרת ואין לי מושג מה אחוזם באוכלוסייה אבל אני מקווה שיטיסו אותם אחד אחד בכיוון אחד אבל אני שומעת גם המון קולות כמו של ולארי חמאתי, לוסי אהריש ויוסף חדאד, והם חשובים, מאוד חשובים הפשוטע	Since the day the Iron Swords War broke out, I have seen Valerie Hamati speak out for Israel and against Hamas, is it true? It goes without saying that she is an Israeli citizen who stands by Israel and there is no reason to dwell on it, but if we give a platform to the voice of a wretched traitor like Maisa Abdel Hadi, then we should also give a platform to voices like Valeri Hamati's. I read this morning an interview that Efrat Wachtel conducted with Valeri In the interview, among other things, statements like "Bella Hadid is as Palestinian as I am Swedish" and "Maisa Abdellahadi represents herself and the vile minority who dare to say such ugly things" She says that she is going to sing for the soldiers and the wounded, that she supports the ground entry and the victory of the IDF soldiers It is her victory because they protect her, her family and friends, and Larry lives in Holon, when there is a red color alarm in Holon, the missile does not distinguish between who is Jewish and who is Arab, just like in the attack on October 7, the terrorists of Hamas did not spare Israeli Arabs. Now listen, I am not a living woman. A land where ponies dance with unicorns. It is clear to me that there are Israeli Arabs who support Hamas. I am not Dora the researcher and I have no idea what their percentage is in the population. And they are important, very important simply	منذ اليوم الذي اندلعت فيه حرب السيوف الحديدية، رأيت فاليري حماتي تتحدث علناً باسم إسرائيل وضد حماس، هل هذا صحيح؟ وغني عن القول أنها مواطنة إسرائيلية تقف إلى جانب إسرائيل ولا يوجد سبب للحديث عنها، لكن إذا أعطينا منبراً لصوت خائنة بائسة مثل ميسا عبد الهادي، فيجب أن نعطي منبراً أيضاً لـ أصوات مثل صوت فاليري حماتي. قرأت هذا الصباح مقابلة أجرتها إفرات واتشيل مع فاليري. في المقابلة، من بين أمور أخرى، عبارات مثل "بيلا حديد فلسطينية مثل أنا سويدية" و"ميساء عبد اللهادي تمثل نفسها والأقلية الدنيئة التي تجرؤ على ذلك". لقول مثل هذه الأشياء القبيحة" تقول إنها ستغني للجنود والجرحى، وأنها تدعم الدخول البري وانتصار جنود جيش الدفاع الإسرائيلي. إنه انتصارها لأنهم يحمونها، وعائلتها وأصدقائها، ولاري. يعيش في حولون، عندما يكون هناك إنذار باللون الأحمر في حولون، فإن الصاروخ لا يفرق بين من هو يهودي ومن هو عربي، تمامًا كما حدث في هجوم 7 أكتوبر، لم يستثن إرهابيو حماس العرب الإسرائيليين. والآن استمعوا، أنا لست امرأة حية، أرض ترقص فيها المهور مع وحيدات القرن، ومن الواضح لي أن هناك عرب إسرائيليين يدعمون حماس، وأنا لست دورا الباحثة وليس لدي أي فكرة عن نسبتهم بين السكان، وهم مهمة، مهمة جدًا بكل بساطة				
B03	Hebrew	367	IAA	דגל משמר הגבול מונף בגאווה בלב עזה - לזכר לוחמי מג״ב שנפלו בלחימה הי"ד. שמרו על עצמכם גיבורים, תחסלו כמה שיותר אויב ושובו אלינו בשלום🇮🇱💚	The flag of the Border Guard is proudly raised in the heart of Gaza - in memory of the soldiers of the Border Guard who fell in the fighting. Keep yourselves heroes, eliminate as many enemies as possible and return to us in peace🇮🇱💚	علم حرس الحدود مرفوع بكل فخر في قلب غزة - تخليداً لذكرى جنود حرس الحدود الذين سقطوا في القتال، حافظوا على أنفسكم أبطالاً، اقضوا على أكبر عدد ممكن من الأعداء وارجعوا إلينا بسلام🇮🇱💚				
B03	Hebrew	379	IAA	אני וכל מי שעוסק בהסברה ישראלית וכל אזרח עם מקלדת נדע טוב מאוד להסביר לעולם את התגובה של הצבא ונדע להצדיק את פתיחת שערי הגהנום על עזה, רק בבקשה אני מתחנן שצה"ל יעשה את זה כבר, בלי לחכות, בלי רחמים! לכבוש את עזה עד הסנטימטר האחרון ולהכות בכל הכוח!	I and anyone involved in Israeli propaganda and every citizen with a keyboard will know very well how to explain the army's response to the world and will know how to justify the opening of the gates of hell on Gaza, just please I beg the IDF to do it already, without waiting, without mercy! Occupy Gaza until The last centimeter and hit with all the force!	أنا وأي شخص مشارك في الدعاية الإسرائيلية وكل مواطن لديه لوحة مفاتيح سنعرف جيدًا كيف نفسر رد فعل الجيش للعالم وسنعرف كيف نبرر فتح أبواب الجحيم على غزة، فقط أتوسل للجيش الإسرائيلي أن يفعل ذلك. بالفعل، دون انتظار، بلا رحمة، احتلوا غزة حتى آخر سنتيمتر واضربوا بكل قوة!				
B03	Hebrew	408	IAA	גיל יוחנן, צלם ynet, נכנס לרצועת עזה למשימה עיתונאית - ופגש שם את בנו ניב, שלא ראה מתחילת המלחמה: "ידעתי שניב נמצא איפשהו בסביבה הקרובה, ואמרתי לעצמי 'ניתן לזמן לעשות את שלו, נראה אם הגורל יפגיש בינינו'. שעה לפני החזרה שלנו אמרתי לעצמי 'חלאס, אני כל כך קרוב, מה אני לא אראה אותו?'. לפני שעלינו לרכבים, הוא הגיע. הוא הסתכל עליי והיה מופתע. שנינו התרגשנו. הרבה זמן לא התרגשתי כל כך. היו לנו חמש דקות לקשקש קצת ולהתחבק. לא ידענו איפה הוא נמצא, לא ידענו כלום, וזאת דאגה של אבא. אני מקווה שנתתי לו כוחות, חיבוק מאבא זה תמיד טוב. אמרתי לו שישמור על עצמו ושייתן להם בראש" https://bit.ly/3QM13D8:=:https://www.ynet.co.il/news/article/rkbdoh34t צילום: רון בן ישי	Gil Yochanan, a ynet photographer, entered the Gaza Strip on a journalistic mission - and there he met his son Niv, whom he had not seen since the beginning of the war: "I knew that Niv was somewhere nearby, and I said to myself, 'Let time take its course, let's see if fate will bring us together.'" An hour before returning Ours I said to myself 'Khalas, I'm so close, why shouldn't I see him?'. Before we got into the cars, he arrived. He looked at me and was surprised. We were both excited. I haven't been so excited in a long time. We had five minutes to talk a little and hug. We didn't know where he was, we didn't know anything, and that's Dad's concern. I hope I gave him strength, a hug from Dad is always good. I told him to take care of himself and let them know" https://bit.ly/3QM13D8:=:https: //www.ynet.co.il/news/article/rkbdoh34t Photo: Ron Ben Yishai	دخل جيل يوشانان، مصور موقع ynet، إلى قطاع غزة في مهمة صحفية - وهناك التقى بابنه نيف، الذي لم يراه منذ بداية الحرب: "كنت أعرف أن نيف كان في مكان قريب، وقلت لنفسي "دع الوقت يأخذ مجراه، دعونا نرى ما إذا كان القدر سيجمعنا معًا." قبل ساعة من عودتنا قلت لنفسي "خلاص، أنا قريب جدًا، لماذا لا أراه؟". قبل أن نصل "وصل إلى السيارات. نظر إلي وتفاجأ. كنا كلانا متحمسين. لم أكن متحمسًا جدًا منذ وقت طويل. كان لدينا خمس دقائق للتحدث قليلاً والعناق. لم نكن نعرف أين هو "لم نكن نعرف أي شيء، وهذا هو قلق أبي. أتمنى أن أكون قد أعطيته القوة، عناق أبي جيد دائمًا. أخبرته أن يعتني بنفسه ويبلغهم بذلك" https://bit.ly/ 3QM13D8:=:https: //www.ynet.co.il/news/article/rkbdoh34t تصوير: رون بن يشاي				
